"Sigla  da Empresa";"Número do Voo";"D I";"Tipo de Linha";"Aeroporto Origem";"Aeroporto Destino";"Partida Prevista";"Partida Real";"Chegada Prevista";"Chegada Real";"Situação";"Justificativa"
"VSP";" 4420";"0";"C";"SBBR";"SBCF";"18/08/2004 06:00";"  ";"18/08/2004 07:10";"  ";"Cancelado";"XN"
"MSQ";" 6442";"0";"R";"SBBE";"SBHT";"06/08/2004 06:00";"  ";"06/08/2004 07:10";"  ";"Cancelado";"XB"
"VSP";" 4433";"0";"C";"SBFL";"SBPA";"06/08/2004 06:00";"06/08/2004 08:00";"06/08/2004 06:50";"06/08/2004 09:04";"Realizado";"RA"
"VRG";" 2365";"0";"N";"SBPL";"SBRF";"13/08/2004 06:00";"13/08/2004 06:00";"13/08/2004 07:15";"13/08/2004 07:15";"Realizado";"  "
"NES";" 5150";"0";"R";"SBBE";"SBSN";"23/08/2004 06:00";"23/08/2004 06:00";"23/08/2004 07:20";"23/08/2004 07:20";"Realizado";"  "
"PTN";" 4761";"0";"R";"SBBU";"SBSP";"05/08/2004 06:00";"  ";"05/08/2004 06:53";"  ";"Cancelado";"XB"
"ONE";" 6331";"0";"R";"SDCO";"SBSP";"10/08/2004 06:00";"10/08/2004 06:00";"10/08/2004 06:31";"10/08/2004 06:31";"Realizado";"  "
"VSP";" 4199";"0";"N";"SBEG";"SBBE";"31/08/2004 06:00";"31/08/2004 06:00";"31/08/2004 08:00";"31/08/2004 08:00";"Realizado";"  "
"VRG";" 2365";"0";"N";"SBPL";"SBRF";"04/08/2004 06:00";"04/08/2004 06:00";"04/08/2004 07:15";"04/08/2004 07:15";"Realizado";"  "
"PTN";" 4761";"0";"R";"SBBU";"SBSP";"11/08/2004 06:00";"  ";"11/08/2004 06:53";"  ";"Cancelado";"XB"
"PTN";" 4767";"0";"R";"SBAU";"SBBU";"17/08/2004 06:00";"17/08/2004 06:00";"17/08/2004 06:40";"17/08/2004 06:40";"Realizado";"  "
"PTN";" 4761";"0";"R";"SBBU";"SBSP";"08/08/2004 06:00";"08/08/2004 06:00";"08/08/2004 06:53";"08/08/2004 06:53";"Realizado";"  "
"ONE";" 6331";"0";"R";"SDCO";"SBSP";"05/08/2004 06:00";"05/08/2004 06:00";"05/08/2004 06:31";"05/08/2004 06:31";"Realizado";"  "
"VRG";" 2635";"0";"E";"SBBR";"SBSP";"05/08/2004 06:00";"05/08/2004 09:45";"05/08/2004 07:23";"05/08/2004 11:35";"Realizado";"AR"
"PTN";" 4753";"0";"R";"SBUR";"SBAQ";"02/08/2004 06:00";"02/08/2004 06:00";"02/08/2004 06:40";"02/08/2004 06:40";"Realizado";"  "
"VSP";" 4199";"0";"N";"SBEG";"SBBE";"17/08/2004 06:00";"17/08/2004 07:55";"17/08/2004 08:00";"17/08/2004 10:08";"Realizado";"RA"
"RSL";" 5015";"0";"N";"SBMK";"SBBH";"23/08/2004 06:00";"23/08/2004 05:35";"23/08/2004 06:44";"23/08/2004 06:35";"Realizado";"HD"
"PLY";" 4918";"0";"R";"SBBE";"SBHT";"19/08/2004 06:00";"  ";"19/08/2004 07:10";"  ";"Cancelado";"XB"
"VRG";" 2305";"0";"N";"SBKG";"SBRF";"29/08/2004 06:00";"29/08/2004 06:00";"29/08/2004 06:30";"29/08/2004 06:30";"Realizado";"  "
"TAP";" 0177";"0";"I";"LPPT";"SBGL";"26/08/2004 06:00";"26/08/2004 06:00";"26/08/2004 16:05";"26/08/2004 16:05";"Realizado";"  "
"TAP";" 0177";"0";"I";"LPPT";"SBGL";"16/08/2004 06:00";"16/08/2004 06:00";"16/08/2004 16:05";"16/08/2004 16:05";"Realizado";"  "
"GLO";" 1715";"0";"E";"SBMO";"SBSV";"22/08/2004 06:00";"22/08/2004 06:00";"22/08/2004 07:00";"22/08/2004 07:00";"Realizado";"  "
"VRG";" 2365";"0";"N";"SBPL";"SBRF";"11/08/2004 06:00";"11/08/2004 06:00";"11/08/2004 07:15";"11/08/2004 07:15";"Realizado";"  "
"VSP";" 4420";"0";"C";"SBBR";"SBCF";"13/08/2004 06:00";"  ";"13/08/2004 07:10";"  ";"Cancelado";"XN"
"GLO";" 1715";"0";"E";"SBMO";"SBSV";"21/08/2004 06:00";"21/08/2004 06:00";"21/08/2004 07:00";"21/08/2004 07:00";"Realizado";"  "
"MSQ";" 6442";"0";"R";"SBBE";"SBHT";"09/08/2004 06:00";"  ";"09/08/2004 07:10";"  ";"Cancelado";"XB"
"VRG";" 8865";"0";"I";"SBGR";"SBGL";"08/08/2004 06:00";"  ";"08/08/2004 07:00";"  ";"Cancelado";"XN"
"VSP";" 4433";"0";"C";"SBFL";"SBPA";"03/08/2004 06:00";"03/08/2004 09:15";"03/08/2004 06:50";"03/08/2004 10:12";"Realizado";"RA"
"ONE";" 6331";"0";"R";"SDCO";"SBSP";"18/08/2004 06:00";"18/08/2004 06:00";"18/08/2004 06:31";"18/08/2004 06:31";"Realizado";"  "
"VSP";" 4199";"0";"N";"SBEG";"SBBE";"15/08/2004 06:00";"15/08/2004 06:00";"15/08/2004 08:00";"15/08/2004 08:00";"Realizado";"  "
"VRG";" 2305";"0";"N";"SBKG";"SBRF";"14/08/2004 06:00";"14/08/2004 06:00";"14/08/2004 06:30";"14/08/2004 06:30";"Realizado";"  "
"GLO";" 1715";"0";"E";"SBMO";"SBSV";"31/08/2004 06:00";"31/08/2004 06:00";"31/08/2004 07:00";"31/08/2004 07:00";"Realizado";"  "
"TAM";" 3575";"0";"N";"SBNT";"SBRF";"29/08/2004 06:00";"29/08/2004 06:00";"29/08/2004 06:35";"29/08/2004 06:35";"Realizado";"  "
"VSP";" 4433";"0";"C";"SBFL";"SBPA";"10/08/2004 06:00";"10/08/2004 09:10";"10/08/2004 06:50";"10/08/2004 09:59";"Realizado";"TD"
"PLY";" 4918";"0";"R";"SBBE";"SBHT";"03/08/2004 06:00";"  ";"03/08/2004 07:10";"  ";"Cancelado";"XB"
"RSL";" 5015";"0";"N";"SBMK";"SBBH";"24/08/2004 06:00";"24/08/2004 05:35";"24/08/2004 06:44";"24/08/2004 06:25";"Realizado";"HD"
"VRG";" 2305";"0";"N";"SBKG";"SBRF";"15/08/2004 06:00";"15/08/2004 06:00";"15/08/2004 06:30";"15/08/2004 06:30";"Realizado";"  "
"RSL";" 5015";"0";"N";"SBMK";"SBBH";"05/08/2004 06:00";"05/08/2004 05:35";"05/08/2004 06:44";"05/08/2004 06:28";"Realizado";"HD"
"VSP";" 4199";"0";"N";"SBEG";"SBBE";"22/08/2004 06:00";"22/08/2004 06:00";"22/08/2004 08:00";"22/08/2004 08:00";"Realizado";"  "
"VSP";" 4199";"0";"N";"SBEG";"SBBE";"12/08/2004 06:00";"12/08/2004 06:00";"12/08/2004 08:00";"12/08/2004 08:00";"Realizado";"  "
"PLY";" 4918";"0";"R";"SBBE";"SBHT";"21/08/2004 06:00";"21/08/2004 06:00";"21/08/2004 07:10";"21/08/2004 07:10";"Realizado";"  "
"PTN";" 4767";"0";"R";"SBAU";"SBBU";"07/08/2004 06:00";"07/08/2004 06:00";"07/08/2004 06:40";"07/08/2004 06:40";"Realizado";"  "
"TAP";" 0177";"0";"I";"LPPT";"SBGL";"11/08/2004 06:00";"11/08/2004 06:00";"11/08/2004 16:05";"11/08/2004 16:05";"Realizado";"  "
"PTN";" 4767";"0";"R";"SBAU";"SBBU";"19/08/2004 06:00";"19/08/2004 06:00";"19/08/2004 06:40";"19/08/2004 06:40";"Realizado";"  "
"PTN";" 4753";"0";"R";"SBUR";"SBAQ";"14/08/2004 06:00";"14/08/2004 06:00";"14/08/2004 06:40";"14/08/2004 06:40";"Realizado";"  "
"VRG";" 8865";"0";"I";"SBGR";"SBGL";"23/08/2004 06:00";"  ";"23/08/2004 07:00";"  ";"Cancelado";"XN"
"VSP";" 4420";"0";"C";"SBBR";"SBCF";"25/08/2004 06:00";"  ";"25/08/2004 07:10";"  ";"Cancelado";"XN"
"GLO";" 1715";"0";"E";"SBMO";"SBSV";"04/08/2004 06:00";"04/08/2004 06:00";"04/08/2004 07:00";"04/08/2004 07:00";"Realizado";"  "
"TAP";" 0177";"0";"I";"LPPT";"SBGL";"08/08/2004 06:00";"08/08/2004 06:35";"08/08/2004 16:05";"08/08/2004 16:25";"Realizado";"MX"
"GLO";" 1751";"0";"N";"SBPJ";"SBBR";"05/08/2004 06:00";"05/08/2004 06:00";"05/08/2004 07:10";"05/08/2004 07:10";"Realizado";"  "
"VRG";" 8865";"0";"I";"SBGR";"SBGL";"05/08/2004 06:00";"  ";"05/08/2004 07:00";"  ";"Cancelado";"XN"
"VRG";" 2365";"0";"N";"SBPL";"SBRF";"18/08/2004 06:00";"18/08/2004 06:00";"18/08/2004 07:15";"18/08/2004 07:15";"Realizado";"  "
"VSP";" 4199";"0";"N";"SBEG";"SBBE";"16/08/2004 06:00";"16/08/2004 06:00";"16/08/2004 08:00";"16/08/2004 08:00";"Realizado";"  "
"VRG";" 2365";"0";"N";"SBPL";"SBRF";"26/08/2004 06:00";"26/08/2004 06:00";"26/08/2004 07:15";"26/08/2004 07:15";"Realizado";"  "
"NES";" 5150";"0";"R";"SBBE";"SBSN";"18/08/2004 06:00";"18/08/2004 06:00";"18/08/2004 07:20";"18/08/2004 07:20";"Realizado";"  "
"GLO";" 1751";"0";"N";"SBPJ";"SBBR";"26/08/2004 06:00";"26/08/2004 06:00";"26/08/2004 07:10";"26/08/2004 07:10";"Realizado";"  "
"VRG";" 2365";"0";"N";"SBPL";"SBRF";"29/08/2004 06:00";"29/08/2004 06:00";"29/08/2004 07:15";"29/08/2004 07:15";"Realizado";"  "
"PTN";" 4767";"0";"R";"SBAU";"SBBU";"23/08/2004 06:00";"23/08/2004 06:00";"23/08/2004 06:40";"23/08/2004 06:40";"Realizado";"  "
"PLY";" 4918";"0";"R";"SBBE";"SBHT";"10/08/2004 06:00";"  ";"10/08/2004 07:10";"  ";"Cancelado";"XB"
"PTN";" 4761";"0";"R";"SBBU";"SBSP";"13/08/2004 06:00";"  ";"13/08/2004 06:53";"  ";"Cancelado";"XN"
"GLO";" 1751";"0";"N";"SBPJ";"SBBR";"30/08/2004 06:00";"30/08/2004 06:00";"30/08/2004 07:10";"30/08/2004 07:10";"Realizado";"  "
"VSP";" 4420";"0";"C";"SBBR";"SBCF";"20/08/2004 06:00";"  ";"20/08/2004 07:10";"  ";"Cancelado";"XN"
"TAM";" 3575";"0";"N";"SBNT";"SBRF";"04/08/2004 06:00";"04/08/2004 06:00";"04/08/2004 06:35";"04/08/2004 06:35";"Realizado";"  "
"GLO";" 1715";"0";"E";"SBMO";"SBSV";"15/08/2004 06:00";"15/08/2004 06:00";"15/08/2004 07:00";"15/08/2004 07:00";"Realizado";"  "
"VSP";" 4433";"0";"C";"SBFL";"SBPA";"11/08/2004 06:00";"11/08/2004 07:45";"11/08/2004 06:50";"11/08/2004 08:48";"Realizado";"RA"
"VSP";" 4199";"0";"N";"SBEG";"SBBE";"30/08/2004 06:00";"30/08/2004 06:00";"30/08/2004 08:00";"30/08/2004 08:00";"Realizado";"  "
"VRG";" 2305";"0";"N";"SBKG";"SBRF";"25/08/2004 06:00";"  ";"25/08/2004 06:30";"  ";"Cancelado";"XO"
"GLO";" 1665";"0";"N";"SBGR";"SBFL";"28/08/2004 06:00";"28/08/2004 06:00";"28/08/2004 07:00";"28/08/2004 07:00";"Realizado";"  "
"MSQ";" 6442";"0";"R";"SBBE";"SBHT";"18/08/2004 06:00";"18/08/2004 06:00";"18/08/2004 07:10";"18/08/2004 07:10";"Realizado";"  "
"TAM";" 3575";"0";"N";"SBNT";"SBRF";"16/08/2004 06:00";"16/08/2004 06:00";"16/08/2004 06:35";"16/08/2004 06:35";"Realizado";"  "
"GLO";" 1751";"0";"N";"SBPJ";"SBBR";"14/08/2004 06:00";"14/08/2004 06:00";"14/08/2004 07:10";"14/08/2004 07:10";"Realizado";"  "
"VRG";" 2635";"0";"E";"SBBR";"SBSP";"06/08/2004 06:00";"06/08/2004 09:35";"06/08/2004 07:23";"06/08/2004 11:20";"Realizado";"AR"
"PTN";" 4753";"0";"R";"SBUR";"SBAQ";"30/08/2004 06:00";"30/08/2004 06:00";"30/08/2004 06:40";"30/08/2004 06:40";"Realizado";"  "
"GLO";" 1751";"0";"N";"SBPJ";"SBBR";"12/08/2004 06:00";"12/08/2004 06:00";"12/08/2004 07:10";"12/08/2004 07:10";"Realizado";"  "
"VSP";" 4433";"0";"C";"SBFL";"SBPA";"26/08/2004 06:00";"  ";"26/08/2004 06:50";"  ";"Cancelado";"XN"
"VRG";" 8865";"0";"I";"SBGR";"SBGL";"30/08/2004 06:00";"  ";"30/08/2004 07:00";"  ";"Cancelado";"XN"
"VSP";" 4199";"0";"N";"SBEG";"SBBE";"25/08/2004 06:00";"25/08/2004 06:00";"25/08/2004 08:00";"25/08/2004 08:00";"Realizado";"  "
"VRG";" 2305";"0";"N";"SBKG";"SBRF";"18/08/2004 06:00";"18/08/2004 06:00";"18/08/2004 06:30";"18/08/2004 06:30";"Realizado";"  "
"VRG";" 2305";"0";"N";"SBKG";"SBRF";"24/08/2004 06:00";"24/08/2004 06:00";"24/08/2004 06:30";"24/08/2004 06:30";"Realizado";"  "
"IBE";" 6655";"0";"I";"LEMD";"SPIM";"16/08/2004 06:00";"16/08/2004 06:00";"16/08/2004 18:00";"16/08/2004 18:00";"Realizado";"  "
"VRG";" 2365";"0";"N";"SBPL";"SBRF";"09/08/2004 06:00";"09/08/2004 06:00";"09/08/2004 07:15";"09/08/2004 07:15";"Realizado";"  "
"MSQ";" 6450";"0";"R";"SBBE";"SBMQ";"07/08/2004 06:00";"  ";"07/08/2004 06:50";"  ";"Cancelado";"XB"
"PLY";" 4918";"0";"R";"SBBE";"SBHT";"26/08/2004 06:00";"  ";"26/08/2004 07:10";"  ";"Cancelado";"XB"
"GLO";" 1715";"0";"E";"SBMO";"SBSV";"23/08/2004 06:00";"23/08/2004 06:00";"23/08/2004 07:00";"23/08/2004 07:00";"Realizado";"  "
"TAM";" 3575";"0";"N";"SBNT";"SBRF";"27/08/2004 06:00";"27/08/2004 06:00";"27/08/2004 06:35";"27/08/2004 06:35";"Realizado";"  "
"PTN";" 4767";"0";"R";"SBAU";"SBBU";"14/08/2004 06:00";"14/08/2004 06:00";"14/08/2004 06:40";"14/08/2004 06:40";"Realizado";"  "
"PLY";" 4918";"0";"R";"SBBE";"SBHT";"14/08/2004 06:00";"14/08/2004 06:00";"14/08/2004 07:10";"14/08/2004 07:10";"Realizado";"  "
"PTN";" 4753";"0";"R";"SBUR";"SBAQ";"26/08/2004 06:00";"26/08/2004 06:00";"26/08/2004 06:40";"26/08/2004 06:40";"Realizado";"  "
"VSP";" 4420";"0";"C";"SBBR";"SBCF";"19/08/2004 06:00";"  ";"19/08/2004 07:10";"  ";"Cancelado";"XN"
"PTN";" 4761";"0";"R";"SBBU";"SBSP";"21/08/2004 06:00";"  ";"21/08/2004 06:53";"  ";"Cancelado";"XB"
"MSQ";" 6442";"0";"R";"SBBE";"SBHT";"13/08/2004 06:00";"  ";"13/08/2004 07:10";"  ";"Cancelado";"XB"
"PLY";" 4916";"0";"R";"SBBE";"SBMA";"06/08/2004 06:00";"  ";"06/08/2004 07:05";"  ";"Cancelado";"XB"
"GLO";" 1715";"0";"E";"SBMO";"SBSV";"09/08/2004 06:00";"  ";"09/08/2004 07:00";"  ";"Cancelado";"XN"
"PTN";" 4761";"0";"R";"SBBU";"SBSP";"10/08/2004 06:00";"  ";"10/08/2004 06:53";"  ";"Cancelado";"XB"
"RSL";" 5015";"0";"N";"SBMK";"SBBH";"07/08/2004 06:00";"07/08/2004 05:40";"07/08/2004 06:44";"07/08/2004 06:34";"Realizado";"HD"
"GLO";" 1665";"0";"N";"SBGR";"SBFL";"21/08/2004 06:00";"21/08/2004 06:22";"21/08/2004 07:00";"21/08/2004 07:32";"Realizado";"RA"
"VSP";" 4433";"0";"C";"SBFL";"SBPA";"24/08/2004 06:00";"  ";"24/08/2004 06:50";"  ";"Cancelado";"XN"
"PTN";" 4753";"0";"R";"SBUR";"SBAQ";"27/08/2004 06:00";"27/08/2004 06:00";"27/08/2004 06:40";"27/08/2004 06:40";"Realizado";"  "
"TAM";" 3575";"0";"N";"SBNT";"SBRF";"31/08/2004 06:00";"31/08/2004 06:00";"31/08/2004 06:35";"31/08/2004 06:35";"Realizado";"  "
"TAP";" 0177";"0";"I";"LPPT";"SBGL";"17/08/2004 06:00";"17/08/2004 06:00";"17/08/2004 16:05";"17/08/2004 16:05";"Realizado";"  "
"GLO";" 1715";"0";"E";"SBMO";"SBSV";"17/08/2004 06:00";"17/08/2004 06:00";"17/08/2004 07:00";"17/08/2004 07:00";"Realizado";"  "
"VRG";" 2305";"0";"N";"SBKG";"SBRF";"21/08/2004 06:00";"21/08/2004 05:46";"21/08/2004 06:30";"21/08/2004 06:32";"Realizado";"AR"
"PTN";" 4761";"0";"R";"SBBU";"SBSP";"12/08/2004 06:00";"  ";"12/08/2004 06:53";"  ";"Cancelado";"XB"
"MSQ";" 6450";"0";"R";"SBBE";"SBMQ";"10/08/2004 06:00";"  ";"10/08/2004 06:50";"  ";"Cancelado";"XB"
"RSL";" 5015";"0";"N";"SBMK";"SBBH";"03/08/2004 06:00";"03/08/2004 05:35";"03/08/2004 06:44";"03/08/2004 06:35";"Realizado";"HD"
"VSP";" 4433";"0";"C";"SBFL";"SBPA";"27/08/2004 06:00";"  ";"27/08/2004 06:50";"  ";"Cancelado";"XN"
"RSL";" 5015";"0";"N";"SBMK";"SBBH";"02/08/2004 06:00";"02/08/2004 05:40";"02/08/2004 06:44";"02/08/2004 06:35";"Realizado";"HD"
"TAM";" 3575";"0";"N";"SBNT";"SBRF";"08/08/2004 06:00";"08/08/2004 06:00";"08/08/2004 06:35";"08/08/2004 06:35";"Realizado";"  "
"VSP";" 4199";"0";"N";"SBEG";"SBBE";"26/08/2004 06:00";"26/08/2004 06:00";"26/08/2004 08:00";"26/08/2004 08:00";"Realizado";"  "
"VRG";" 2635";"0";"E";"SBBR";"SBSP";"14/08/2004 06:00";"14/08/2004 10:12";"14/08/2004 07:23";"14/08/2004 12:00";"Realizado";"AR"
"VRG";" 8865";"0";"I";"SBGR";"SBGL";"03/08/2004 06:00";"  ";"03/08/2004 07:00";"  ";"Cancelado";"XN"
"VRG";" 8865";"0";"I";"SBGR";"SBGL";"01/08/2004 06:00";"01/08/2004 10:31";"01/08/2004 07:00";"01/08/2004 11:10";"Realizado";"AR"
"ONE";" 6331";"0";"R";"SDCO";"SBSP";"13/08/2004 06:00";"13/08/2004 06:00";"13/08/2004 06:31";"13/08/2004 06:31";"Realizado";"  "
"TAM";" 3575";"0";"N";"SBNT";"SBRF";"06/08/2004 06:00";"06/08/2004 06:00";"06/08/2004 06:35";"06/08/2004 06:35";"Realizado";"  "
"GLO";" 1751";"0";"N";"SBPJ";"SBBR";"06/08/2004 06:00";"06/08/2004 06:00";"06/08/2004 07:10";"06/08/2004 07:10";"Realizado";"  "
"PLY";" 4918";"0";"R";"SBBE";"SBHT";"12/08/2004 06:00";"  ";"12/08/2004 07:10";"  ";"Cancelado";"XB"
"VRG";" 8998";"0";"G";"SBGR";"SCEL";"06/08/2004 06:00";"  ";"06/08/2004 09:00";"  ";"Cancelado";"XN"
"RSL";" 5015";"0";"N";"SBMK";"SBBH";"20/08/2004 06:00";"20/08/2004 05:40";"20/08/2004 06:44";"20/08/2004 06:30";"Realizado";"HD"
"VRG";" 2305";"0";"N";"SBKG";"SBRF";"31/08/2004 06:00";"31/08/2004 06:00";"31/08/2004 06:30";"31/08/2004 06:30";"Realizado";"  "
"PTN";" 4753";"0";"R";"SBUR";"SBAQ";"21/08/2004 06:00";"21/08/2004 06:00";"21/08/2004 06:40";"21/08/2004 06:40";"Realizado";"  "
"PLY";" 4918";"0";"R";"SBBE";"SBHT";"05/08/2004 06:00";"  ";"05/08/2004 07:10";"  ";"Cancelado";"XB"
"VRG";" 2635";"0";"E";"SBBR";"SBSP";"21/08/2004 06:00";"21/08/2004 10:00";"21/08/2004 07:23";"21/08/2004 11:39";"Realizado";"MX"
"VRG";" 8865";"0";"I";"SBGR";"SBGL";"16/08/2004 06:00";"  ";"16/08/2004 07:00";"  ";"Cancelado";"XN"
"PLY";" 4916";"0";"R";"SBBE";"SBMA";"20/08/2004 06:00";"  ";"20/08/2004 07:05";"  ";"Cancelado";"XB"
"GLO";" 1751";"0";"N";"SBPJ";"SBBR";"08/08/2004 06:00";"08/08/2004 06:00";"08/08/2004 07:10";"08/08/2004 07:10";"Realizado";"  "
"PTN";" 4761";"0";"R";"SBBU";"SBSP";"18/08/2004 06:00";"  ";"18/08/2004 06:53";"  ";"Cancelado";"XB"
"VRG";" 2365";"0";"N";"SBPL";"SBRF";"12/08/2004 06:00";"12/08/2004 06:00";"12/08/2004 07:15";"12/08/2004 07:15";"Realizado";"  "
"VSP";" 4433";"0";"C";"SBFL";"SBPA";"04/08/2004 06:00";"  ";"04/08/2004 06:50";"  ";"Cancelado";"XN"
"PTN";" 4753";"0";"R";"SBUR";"SBAQ";"25/08/2004 06:00";"25/08/2004 06:00";"25/08/2004 06:40";"25/08/2004 06:40";"Realizado";"  "
"VRG";" 8998";"0";"G";"SBGR";"SCEL";"13/08/2004 06:00";"  ";"13/08/2004 09:00";"  ";"Cancelado";"XN"
"VRG";" 2365";"0";"N";"SBPL";"SBRF";"24/08/2004 06:00";"24/08/2004 06:00";"24/08/2004 07:15";"24/08/2004 07:15";"Realizado";"  "
"GLO";" 1715";"0";"E";"SBMO";"SBSV";"13/08/2004 06:00";"13/08/2004 06:00";"13/08/2004 07:00";"13/08/2004 07:00";"Realizado";"  "
"VRG";" 2365";"0";"N";"SBPL";"SBRF";"15/08/2004 06:00";"15/08/2004 06:00";"15/08/2004 07:15";"15/08/2004 07:15";"Realizado";"  "
"IBE";" 6655";"0";"I";"LEMD";"SPIM";"02/08/2004 06:00";"02/08/2004 06:00";"02/08/2004 18:00";"02/08/2004 18:00";"Realizado";"  "
"VSP";" 4199";"0";"N";"SBEG";"SBBE";"01/08/2004 06:00";"01/08/2004 06:30";"01/08/2004 08:00";"01/08/2004 08:40";"Realizado";"RM"
"RSL";" 5015";"0";"N";"SBMK";"SBBH";"19/08/2004 06:00";"19/08/2004 05:40";"19/08/2004 06:44";"19/08/2004 06:33";"Realizado";"HD"
"GLO";" 1665";"0";"N";"SBGR";"SBFL";"14/08/2004 06:00";"14/08/2004 06:00";"14/08/2004 07:00";"14/08/2004 07:00";"Realizado";"  "
"VSP";" 4199";"0";"N";"SBEG";"SBBE";"28/08/2004 06:00";"28/08/2004 06:00";"28/08/2004 08:00";"28/08/2004 08:00";"Realizado";"  "
"PTN";" 4761";"0";"R";"SBBU";"SBSP";"06/08/2004 06:00";"  ";"06/08/2004 06:53";"  ";"Cancelado";"XB"
"PTN";" 4761";"0";"R";"SBBU";"SBSP";"25/08/2004 06:00";"  ";"25/08/2004 06:53";"  ";"Cancelado";"XB"
"VRG";" 2635";"0";"E";"SBBR";"SBSP";"28/08/2004 06:00";"28/08/2004 09:35";"28/08/2004 07:23";"28/08/2004 11:10";"Realizado";"AR"
"PTN";" 4761";"0";"R";"SBBU";"SBSP";"03/08/2004 06:00";"  ";"03/08/2004 06:53";"  ";"Cancelado";"XB"
"PTN";" 4753";"0";"R";"SBUR";"SBAQ";"24/08/2004 06:00";"24/08/2004 06:00";"24/08/2004 06:40";"24/08/2004 06:40";"Realizado";"  "
"TAP";" 0177";"0";"I";"LPPT";"SBGL";"18/08/2004 06:00";"18/08/2004 06:00";"18/08/2004 16:05";"18/08/2004 16:05";"Realizado";"  "
"VRG";" 2365";"0";"N";"SBPL";"SBRF";"23/08/2004 06:00";"23/08/2004 06:00";"23/08/2004 07:15";"23/08/2004 07:15";"Realizado";"  "
"MSQ";" 6450";"0";"R";"SBBE";"SBMQ";"21/08/2004 06:00";"21/08/2004 06:00";"21/08/2004 06:50";"21/08/2004 06:50";"Realizado";"  "
"VSP";" 4420";"0";"C";"SBBR";"SBCF";"24/08/2004 06:00";"  ";"24/08/2004 07:10";"  ";"Cancelado";"XN"
"MSQ";" 6442";"0";"R";"SBBE";"SBHT";"30/08/2004 06:00";"30/08/2004 06:00";"30/08/2004 07:10";"30/08/2004 07:10";"Realizado";"  "
"RSL";" 5015";"0";"N";"SBMK";"SBBH";"04/08/2004 06:00";"04/08/2004 05:35";"04/08/2004 06:44";"04/08/2004 06:28";"Realizado";"HD"
"VRG";" 2635";"0";"E";"SBBR";"SBSP";"17/08/2004 06:00";"17/08/2004 09:39";"17/08/2004 07:23";"17/08/2004 11:33";"Realizado";"AR"
"PTN";" 4761";"0";"R";"SBBU";"SBSP";"17/08/2004 06:00";"  ";"17/08/2004 06:53";"  ";"Cancelado";"XB"
"RSL";" 5015";"0";"N";"SBMK";"SBBH";"27/08/2004 06:00";"27/08/2004 05:35";"27/08/2004 06:44";"27/08/2004 06:28";"Realizado";"HD"
"VRG";" 8865";"0";"I";"SBGR";"SBGL";"21/08/2004 06:00";"21/08/2004 06:34";"21/08/2004 07:00";"21/08/2004 07:18";"Realizado";"RI"
"VRG";" 2365";"0";"N";"SBPL";"SBRF";"30/08/2004 06:00";"30/08/2004 06:00";"30/08/2004 07:15";"30/08/2004 07:15";"Realizado";"  "
"GLO";" 1751";"0";"N";"SBPJ";"SBBR";"03/08/2004 06:00";"03/08/2004 06:00";"03/08/2004 07:10";"03/08/2004 07:10";"Realizado";"  "
"VSP";" 4199";"0";"N";"SBEG";"SBBE";"09/08/2004 06:00";"09/08/2004 06:00";"09/08/2004 08:00";"09/08/2004 08:00";"Realizado";"  "
"PLY";" 4916";"0";"R";"SBBE";"SBMA";"23/08/2004 06:00";"  ";"23/08/2004 07:05";"  ";"Cancelado";"XB"
"GLO";" 1751";"0";"N";"SBPJ";"SBBR";"23/08/2004 06:00";"23/08/2004 06:00";"23/08/2004 07:10";"23/08/2004 07:10";"Realizado";"  "
"TAM";" 3575";"0";"N";"SBNT";"SBRF";"11/08/2004 06:00";"11/08/2004 06:00";"11/08/2004 06:35";"11/08/2004 06:35";"Realizado";"  "
"VRG";" 8865";"0";"I";"SBGR";"SBGL";"17/08/2004 06:00";"  ";"17/08/2004 07:00";"  ";"Cancelado";"XN"
"ONE";" 6331";"0";"R";"SDCO";"SBSP";"11/08/2004 06:00";"11/08/2004 06:00";"11/08/2004 06:31";"11/08/2004 06:31";"Realizado";"  "
"PTN";" 4767";"0";"R";"SBAU";"SBBU";"09/08/2004 06:00";"09/08/2004 06:00";"09/08/2004 06:40";"09/08/2004 06:40";"Realizado";"  "
"RSL";" 5015";"0";"N";"SBMK";"SBBH";"30/08/2004 06:00";"30/08/2004 06:00";"30/08/2004 06:44";"30/08/2004 06:44";"Realizado";"  "
"GLO";" 1665";"0";"N";"SBGR";"SBFL";"16/08/2004 06:00";"16/08/2004 06:00";"16/08/2004 07:00";"16/08/2004 07:00";"Realizado";"  "
"PTN";" 4753";"0";"R";"SBUR";"SBAQ";"13/08/2004 06:00";"13/08/2004 06:00";"13/08/2004 06:40";"13/08/2004 06:40";"Realizado";"  "
"GLO";" 1715";"0";"E";"SBMO";"SBSV";"24/08/2004 06:00";"24/08/2004 06:00";"24/08/2004 07:00";"24/08/2004 07:00";"Realizado";"  "
"VRG";" 2305";"0";"N";"SBKG";"SBRF";"03/08/2004 06:00";"03/08/2004 06:00";"03/08/2004 06:30";"03/08/2004 06:30";"Realizado";"  "
"VRG";" 2635";"0";"E";"SBBR";"SBSP";"16/08/2004 06:00";"16/08/2004 09:45";"16/08/2004 07:23";"16/08/2004 11:38";"Realizado";"AR"
