f;origem;destino;cols
vra_do_mes_2019_04.rdata;222;219;Sigla
vra_do_mes_2019_04.rdata;222;219;Voo
vra_do_mes_2019_04.rdata;222;219;DI
vra_do_mes_2019_04.rdata;222;219;TipoLinha
vra_do_mes_2019_04.rdata;222;219;AeroportoOrigem
vra_do_mes_2019_04.rdata;222;219;AeroportoDestino
vra_do_mes_2019_04.rdata;222;219;PartidaPrevista
vra_do_mes_2019_04.rdata;222;219;PartidaReal
vra_do_mes_2019_04.rdata;222;219;ChegadaPrevista
vra_do_mes_2019_04.rdata;222;219;ChegadaReal
vra_do_mes_2019_04.rdata;222;219;Situacao
vra_do_mes_2019_04.rdata;222;219;Justificativa
vra_do_mes_2019_05.rdata;212;208;Sigla
vra_do_mes_2019_05.rdata;212;208;Voo
vra_do_mes_2019_05.rdata;212;208;DI
vra_do_mes_2019_05.rdata;212;208;TipoLinha
vra_do_mes_2019_05.rdata;212;208;AeroportoOrigem
vra_do_mes_2019_05.rdata;212;208;AeroportoDestino
vra_do_mes_2019_05.rdata;212;208;PartidaPrevista
vra_do_mes_2019_05.rdata;212;208;PartidaReal
vra_do_mes_2019_05.rdata;212;208;ChegadaPrevista
vra_do_mes_2019_05.rdata;212;208;ChegadaReal
vra_do_mes_2019_05.rdata;212;208;Situacao
vra_do_mes_2019_05.rdata;212;208;Justificativa
vra_do_mes_2019_06.rdata;214;212;Sigla
vra_do_mes_2019_06.rdata;214;212;Voo
vra_do_mes_2019_06.rdata;214;212;DI
vra_do_mes_2019_06.rdata;214;212;TipoLinha
vra_do_mes_2019_06.rdata;214;212;AeroportoOrigem
vra_do_mes_2019_06.rdata;214;212;AeroportoDestino
vra_do_mes_2019_06.rdata;214;212;PartidaPrevista
vra_do_mes_2019_06.rdata;214;212;PartidaReal
vra_do_mes_2019_06.rdata;214;212;ChegadaPrevista
vra_do_mes_2019_06.rdata;214;212;ChegadaReal
vra_do_mes_2019_06.rdata;214;212;Situacao
vra_do_mes_2019_06.rdata;214;212;Justificativa
vra_do_mes_2019_07.rdata;214;209;Sigla
vra_do_mes_2019_07.rdata;214;209;Voo
vra_do_mes_2019_07.rdata;214;209;DI
vra_do_mes_2019_07.rdata;214;209;TipoLinha
vra_do_mes_2019_07.rdata;214;209;AeroportoOrigem
vra_do_mes_2019_07.rdata;214;209;AeroportoDestino
vra_do_mes_2019_07.rdata;214;209;PartidaPrevista
vra_do_mes_2019_07.rdata;214;209;PartidaReal
vra_do_mes_2019_07.rdata;214;209;ChegadaPrevista
vra_do_mes_2019_07.rdata;214;209;ChegadaReal
vra_do_mes_2019_07.rdata;214;209;Situacao
vra_do_mes_2019_07.rdata;214;209;Justificativa
vra_do_mes_2019_08.rdata;223;224;Sigla
vra_do_mes_2019_08.rdata;223;224;Voo
vra_do_mes_2019_08.rdata;223;224;DI
vra_do_mes_2019_08.rdata;223;224;TipoLinha
vra_do_mes_2019_08.rdata;223;224;AeroportoOrigem
vra_do_mes_2019_08.rdata;223;224;AeroportoDestino
vra_do_mes_2019_08.rdata;223;224;PartidaPrevista
vra_do_mes_2019_08.rdata;223;224;PartidaReal
vra_do_mes_2019_08.rdata;223;224;ChegadaPrevista
vra_do_mes_2019_08.rdata;223;224;ChegadaReal
vra_do_mes_2019_08.rdata;223;224;Situacao
vra_do_mes_2019_08.rdata;223;224;Justificativa
vra_do_mes_2019_09.rdata;221;217;Sigla
vra_do_mes_2019_09.rdata;221;217;Voo
vra_do_mes_2019_09.rdata;221;217;DI
vra_do_mes_2019_09.rdata;221;217;TipoLinha
vra_do_mes_2019_09.rdata;221;217;AeroportoOrigem
vra_do_mes_2019_09.rdata;221;217;AeroportoDestino
vra_do_mes_2019_09.rdata;221;217;PartidaPrevista
vra_do_mes_2019_09.rdata;221;217;PartidaReal
vra_do_mes_2019_09.rdata;221;217;ChegadaPrevista
vra_do_mes_2019_09.rdata;221;217;ChegadaReal
vra_do_mes_2019_09.rdata;221;217;Situacao
vra_do_mes_2019_09.rdata;221;217;Justificativa
vra_do_mes_2019_10.rdata;276;275;Sigla
vra_do_mes_2019_10.rdata;276;275;Voo
vra_do_mes_2019_10.rdata;276;275;DI
vra_do_mes_2019_10.rdata;276;275;TipoLinha
vra_do_mes_2019_10.rdata;276;275;AeroportoOrigem
vra_do_mes_2019_10.rdata;276;275;AeroportoDestino
vra_do_mes_2019_10.rdata;276;275;PartidaPrevista
vra_do_mes_2019_10.rdata;276;275;PartidaReal
vra_do_mes_2019_10.rdata;276;275;ChegadaPrevista
vra_do_mes_2019_10.rdata;276;275;ChegadaReal
vra_do_mes_2019_10.rdata;276;275;Situacao
vra_do_mes_2019_10.rdata;276;275;Justificativa
vra_do_mes_2019_11.rdata;236;232;Sigla
vra_do_mes_2019_11.rdata;236;232;Voo
vra_do_mes_2019_11.rdata;236;232;DI
vra_do_mes_2019_11.rdata;236;232;TipoLinha
vra_do_mes_2019_11.rdata;236;232;AeroportoOrigem
vra_do_mes_2019_11.rdata;236;232;AeroportoDestino
vra_do_mes_2019_11.rdata;236;232;PartidaPrevista
vra_do_mes_2019_11.rdata;236;232;PartidaReal
vra_do_mes_2019_11.rdata;236;232;ChegadaPrevista
vra_do_mes_2019_11.rdata;236;232;ChegadaReal
vra_do_mes_2019_11.rdata;236;232;Situacao
vra_do_mes_2019_11.rdata;236;232;Justificativa
vra_do_mes_2019_12.rdata;234;232;Sigla
vra_do_mes_2019_12.rdata;234;232;Voo
vra_do_mes_2019_12.rdata;234;232;DI
vra_do_mes_2019_12.rdata;234;232;TipoLinha
vra_do_mes_2019_12.rdata;234;232;AeroportoOrigem
vra_do_mes_2019_12.rdata;234;232;AeroportoDestino
vra_do_mes_2019_12.rdata;234;232;PartidaPrevista
vra_do_mes_2019_12.rdata;234;232;PartidaReal
vra_do_mes_2019_12.rdata;234;232;ChegadaPrevista
vra_do_mes_2019_12.rdata;234;232;ChegadaReal
vra_do_mes_2019_12.rdata;234;232;Situacao
vra_do_mes_2019_12.rdata;234;232;Justificativa
vra_do_mes_2020_01.rdata;243;244;Sigla
vra_do_mes_2020_01.rdata;243;244;Voo
vra_do_mes_2020_01.rdata;243;244;DI
vra_do_mes_2020_01.rdata;243;244;TipoLinha
vra_do_mes_2020_01.rdata;243;244;AeroportoOrigem
vra_do_mes_2020_01.rdata;243;244;AeroportoDestino
vra_do_mes_2020_01.rdata;243;244;PartidaPrevista
vra_do_mes_2020_01.rdata;243;244;PartidaReal
vra_do_mes_2020_01.rdata;243;244;ChegadaPrevista
vra_do_mes_2020_01.rdata;243;244;ChegadaReal
vra_do_mes_2020_01.rdata;243;244;Situacao
vra_do_mes_2020_01.rdata;243;244;Justificativa
vra_do_mes_2020_02.rdata;246;247;Sigla
vra_do_mes_2020_02.rdata;246;247;Voo
vra_do_mes_2020_02.rdata;246;247;DI
vra_do_mes_2020_02.rdata;246;247;TipoLinha
vra_do_mes_2020_02.rdata;246;247;AeroportoOrigem
vra_do_mes_2020_02.rdata;246;247;AeroportoDestino
vra_do_mes_2020_02.rdata;246;247;PartidaPrevista
vra_do_mes_2020_02.rdata;246;247;PartidaReal
vra_do_mes_2020_02.rdata;246;247;ChegadaPrevista
vra_do_mes_2020_02.rdata;246;247;ChegadaReal
vra_do_mes_2020_02.rdata;246;247;Situacao
vra_do_mes_2020_02.rdata;246;247;Justificativa
vra_do_mes_2020_03.rdata;258;255;Sigla
vra_do_mes_2020_03.rdata;258;255;Voo
vra_do_mes_2020_03.rdata;258;255;DI
vra_do_mes_2020_03.rdata;258;255;TipoLinha
vra_do_mes_2020_03.rdata;258;255;AeroportoOrigem
vra_do_mes_2020_03.rdata;258;255;AeroportoDestino
vra_do_mes_2020_03.rdata;258;255;PartidaPrevista
vra_do_mes_2020_03.rdata;258;255;PartidaReal
vra_do_mes_2020_03.rdata;258;255;ChegadaPrevista
vra_do_mes_2020_03.rdata;258;255;ChegadaReal
vra_do_mes_2020_03.rdata;258;255;Situacao
vra_do_mes_2020_03.rdata;258;255;Justificativa
vra_do_mes_2020_04.rdata;159;153;Sigla
vra_do_mes_2020_04.rdata;159;153;Voo
vra_do_mes_2020_04.rdata;159;153;DI
vra_do_mes_2020_04.rdata;159;153;TipoLinha
vra_do_mes_2020_04.rdata;159;153;AeroportoOrigem
vra_do_mes_2020_04.rdata;159;153;AeroportoDestino
vra_do_mes_2020_04.rdata;159;153;PartidaPrevista
vra_do_mes_2020_04.rdata;159;153;PartidaReal
vra_do_mes_2020_04.rdata;159;153;ChegadaPrevista
vra_do_mes_2020_04.rdata;159;153;ChegadaReal
vra_do_mes_2020_04.rdata;159;153;Situacao
vra_do_mes_2020_04.rdata;159;153;Justificativa
vra_do_mes_2020_05.rdata;165;166;Sigla
vra_do_mes_2020_05.rdata;165;166;Voo
vra_do_mes_2020_05.rdata;165;166;DI
vra_do_mes_2020_05.rdata;165;166;TipoLinha
vra_do_mes_2020_05.rdata;165;166;AeroportoOrigem
vra_do_mes_2020_05.rdata;165;166;AeroportoDestino
vra_do_mes_2020_05.rdata;165;166;PartidaPrevista
vra_do_mes_2020_05.rdata;165;166;PartidaReal
vra_do_mes_2020_05.rdata;165;166;ChegadaPrevista
vra_do_mes_2020_05.rdata;165;166;ChegadaReal
vra_do_mes_2020_05.rdata;165;166;Situacao
vra_do_mes_2020_05.rdata;165;166;Justificativa
vra_do_mes_2020_06.rdata;155;151;Sigla
vra_do_mes_2020_06.rdata;155;151;Voo
vra_do_mes_2020_06.rdata;155;151;DI
vra_do_mes_2020_06.rdata;155;151;TipoLinha
vra_do_mes_2020_06.rdata;155;151;AeroportoOrigem
vra_do_mes_2020_06.rdata;155;151;AeroportoDestino
vra_do_mes_2020_06.rdata;155;151;PartidaPrevista
vra_do_mes_2020_06.rdata;155;151;PartidaReal
vra_do_mes_2020_06.rdata;155;151;ChegadaPrevista
vra_do_mes_2020_06.rdata;155;151;ChegadaReal
vra_do_mes_2020_06.rdata;155;151;Situacao
vra_do_mes_2020_06.rdata;155;151;Justificativa
vra_do_mes_2020_07.rdata;169;166;Sigla
vra_do_mes_2020_07.rdata;169;166;Voo
vra_do_mes_2020_07.rdata;169;166;DI
vra_do_mes_2020_07.rdata;169;166;TipoLinha
vra_do_mes_2020_07.rdata;169;166;AeroportoOrigem
vra_do_mes_2020_07.rdata;169;166;AeroportoDestino
vra_do_mes_2020_07.rdata;169;166;PartidaPrevista
vra_do_mes_2020_07.rdata;169;166;PartidaReal
vra_do_mes_2020_07.rdata;169;166;ChegadaPrevista
vra_do_mes_2020_07.rdata;169;166;ChegadaReal
vra_do_mes_2020_07.rdata;169;166;Situacao
vra_do_mes_2020_07.rdata;169;166;Justificativa
vra_do_mes_2020_08.rdata;171;168;Sigla
vra_do_mes_2020_08.rdata;171;168;Voo
vra_do_mes_2020_08.rdata;171;168;DI
vra_do_mes_2020_08.rdata;171;168;TipoLinha
vra_do_mes_2020_08.rdata;171;168;AeroportoOrigem
vra_do_mes_2020_08.rdata;171;168;AeroportoDestino
vra_do_mes_2020_08.rdata;171;168;PartidaPrevista
vra_do_mes_2020_08.rdata;171;168;PartidaReal
vra_do_mes_2020_08.rdata;171;168;ChegadaPrevista
vra_do_mes_2020_08.rdata;171;168;ChegadaReal
vra_do_mes_2020_08.rdata;171;168;Situacao
vra_do_mes_2020_08.rdata;171;168;Justificativa
vra_do_mes_2020_09.rdata;179;173;Sigla
vra_do_mes_2020_09.rdata;179;173;Voo
vra_do_mes_2020_09.rdata;179;173;DI
vra_do_mes_2020_09.rdata;179;173;TipoLinha
vra_do_mes_2020_09.rdata;179;173;AeroportoOrigem
vra_do_mes_2020_09.rdata;179;173;AeroportoDestino
vra_do_mes_2020_09.rdata;179;173;PartidaPrevista
vra_do_mes_2020_09.rdata;179;173;PartidaReal
vra_do_mes_2020_09.rdata;179;173;ChegadaPrevista
vra_do_mes_2020_09.rdata;179;173;ChegadaReal
vra_do_mes_2020_09.rdata;179;173;Situacao
vra_do_mes_2020_09.rdata;179;173;Justificativa
vra_do_mes_2020_10.rdata;174;171;Sigla
vra_do_mes_2020_10.rdata;174;171;Voo
vra_do_mes_2020_10.rdata;174;171;DI
vra_do_mes_2020_10.rdata;174;171;TipoLinha
vra_do_mes_2020_10.rdata;174;171;AeroportoOrigem
vra_do_mes_2020_10.rdata;174;171;AeroportoDestino
vra_do_mes_2020_10.rdata;174;171;PartidaPrevista
vra_do_mes_2020_10.rdata;174;171;PartidaReal
vra_do_mes_2020_10.rdata;174;171;ChegadaPrevista
vra_do_mes_2020_10.rdata;174;171;ChegadaReal
vra_do_mes_2020_10.rdata;174;171;Situacao
vra_do_mes_2020_10.rdata;174;171;Justificativa
vra_do_mes_2020_11.rdata;174;175;Sigla
vra_do_mes_2020_11.rdata;174;175;Voo
vra_do_mes_2020_11.rdata;174;175;DI
vra_do_mes_2020_11.rdata;174;175;TipoLinha
vra_do_mes_2020_11.rdata;174;175;AeroportoOrigem
vra_do_mes_2020_11.rdata;174;175;AeroportoDestino
vra_do_mes_2020_11.rdata;174;175;PartidaPrevista
vra_do_mes_2020_11.rdata;174;175;PartidaReal
vra_do_mes_2020_11.rdata;174;175;ChegadaPrevista
vra_do_mes_2020_11.rdata;174;175;ChegadaReal
vra_do_mes_2020_11.rdata;174;175;Situacao
vra_do_mes_2020_11.rdata;174;175;Justificativa
vra_do_mes_2020_12.rdata;201;196;Sigla
vra_do_mes_2020_12.rdata;201;196;Voo
vra_do_mes_2020_12.rdata;201;196;DI
vra_do_mes_2020_12.rdata;201;196;TipoLinha
vra_do_mes_2020_12.rdata;201;196;AeroportoOrigem
vra_do_mes_2020_12.rdata;201;196;AeroportoDestino
vra_do_mes_2020_12.rdata;201;196;PartidaPrevista
vra_do_mes_2020_12.rdata;201;196;PartidaReal
vra_do_mes_2020_12.rdata;201;196;ChegadaPrevista
vra_do_mes_2020_12.rdata;201;196;ChegadaReal
vra_do_mes_2020_12.rdata;201;196;Situacao
vra_do_mes_2020_12.rdata;201;196;Justificativa
vra_do_mes_2021_01.rdata;186;187;Sigla
vra_do_mes_2021_01.rdata;186;187;Voo
vra_do_mes_2021_01.rdata;186;187;DI
vra_do_mes_2021_01.rdata;186;187;TipoLinha
vra_do_mes_2021_01.rdata;186;187;AeroportoOrigem
vra_do_mes_2021_01.rdata;186;187;AeroportoDestino
vra_do_mes_2021_01.rdata;186;187;PartidaPrevista
vra_do_mes_2021_01.rdata;186;187;PartidaReal
vra_do_mes_2021_01.rdata;186;187;ChegadaPrevista
vra_do_mes_2021_01.rdata;186;187;ChegadaReal
vra_do_mes_2021_01.rdata;186;187;Situacao
vra_do_mes_2021_01.rdata;186;187;Justificativa
vra_do_mes_2021_02.rdata;186;185;Sigla
vra_do_mes_2021_02.rdata;186;185;Voo
vra_do_mes_2021_02.rdata;186;185;DI
vra_do_mes_2021_02.rdata;186;185;TipoLinha
vra_do_mes_2021_02.rdata;186;185;AeroportoOrigem
vra_do_mes_2021_02.rdata;186;185;AeroportoDestino
vra_do_mes_2021_02.rdata;186;185;PartidaPrevista
vra_do_mes_2021_02.rdata;186;185;PartidaReal
vra_do_mes_2021_02.rdata;186;185;ChegadaPrevista
vra_do_mes_2021_02.rdata;186;185;ChegadaReal
vra_do_mes_2021_02.rdata;186;185;Situacao
vra_do_mes_2021_02.rdata;186;185;Justificativa
vra_do_mes_2021_03.rdata;187;185;Sigla
vra_do_mes_2021_03.rdata;187;185;Voo
vra_do_mes_2021_03.rdata;187;185;DI
vra_do_mes_2021_03.rdata;187;185;TipoLinha
vra_do_mes_2021_03.rdata;187;185;AeroportoOrigem
vra_do_mes_2021_03.rdata;187;185;AeroportoDestino
vra_do_mes_2021_03.rdata;187;185;PartidaPrevista
vra_do_mes_2021_03.rdata;187;185;PartidaReal
vra_do_mes_2021_03.rdata;187;185;ChegadaPrevista
vra_do_mes_2021_03.rdata;187;185;ChegadaReal
vra_do_mes_2021_03.rdata;187;185;Situacao
vra_do_mes_2021_03.rdata;187;185;Justificativa
vra_do_mes_2021_04.rdata;176;176;Sigla
vra_do_mes_2021_04.rdata;176;176;Voo
vra_do_mes_2021_04.rdata;176;176;DI
vra_do_mes_2021_04.rdata;176;176;TipoLinha
vra_do_mes_2021_04.rdata;176;176;AeroportoOrigem
vra_do_mes_2021_04.rdata;176;176;AeroportoDestino
vra_do_mes_2021_04.rdata;176;176;PartidaPrevista
vra_do_mes_2021_04.rdata;176;176;PartidaReal
vra_do_mes_2021_04.rdata;176;176;ChegadaPrevista
vra_do_mes_2021_04.rdata;176;176;ChegadaReal
vra_do_mes_2021_04.rdata;176;176;Situacao
vra_do_mes_2021_04.rdata;176;176;Justificativa
vra_do_mes_2021_05.rdata;190;181;Sigla
vra_do_mes_2021_05.rdata;190;181;Voo
vra_do_mes_2021_05.rdata;190;181;DI
vra_do_mes_2021_05.rdata;190;181;TipoLinha
vra_do_mes_2021_05.rdata;190;181;AeroportoOrigem
vra_do_mes_2021_05.rdata;190;181;AeroportoDestino
vra_do_mes_2021_05.rdata;190;181;PartidaPrevista
vra_do_mes_2021_05.rdata;190;181;PartidaReal
vra_do_mes_2021_05.rdata;190;181;ChegadaPrevista
vra_do_mes_2021_05.rdata;190;181;ChegadaReal
vra_do_mes_2021_05.rdata;190;181;Situacao
vra_do_mes_2021_05.rdata;190;181;Justificativa
vra_do_mes_2021_06.rdata;185;183;Sigla
vra_do_mes_2021_06.rdata;185;183;Voo
vra_do_mes_2021_06.rdata;185;183;DI
vra_do_mes_2021_06.rdata;185;183;TipoLinha
vra_do_mes_2021_06.rdata;185;183;AeroportoOrigem
vra_do_mes_2021_06.rdata;185;183;AeroportoDestino
vra_do_mes_2021_06.rdata;185;183;PartidaPrevista
vra_do_mes_2021_06.rdata;185;183;PartidaReal
vra_do_mes_2021_06.rdata;185;183;ChegadaPrevista
vra_do_mes_2021_06.rdata;185;183;ChegadaReal
vra_do_mes_2021_06.rdata;185;183;Situacao
vra_do_mes_2021_06.rdata;185;183;Justificativa
vra_do_mes_2021_07.rdata;194;194;Sigla
vra_do_mes_2021_07.rdata;194;194;Voo
vra_do_mes_2021_07.rdata;194;194;DI
vra_do_mes_2021_07.rdata;194;194;TipoLinha
vra_do_mes_2021_07.rdata;194;194;AeroportoOrigem
vra_do_mes_2021_07.rdata;194;194;AeroportoDestino
vra_do_mes_2021_07.rdata;194;194;PartidaPrevista
vra_do_mes_2021_07.rdata;194;194;PartidaReal
vra_do_mes_2021_07.rdata;194;194;ChegadaPrevista
vra_do_mes_2021_07.rdata;194;194;ChegadaReal
vra_do_mes_2021_07.rdata;194;194;Situacao
vra_do_mes_2021_07.rdata;194;194;Justificativa
vra_do_mes_2021_08.rdata;196;194;Sigla
vra_do_mes_2021_08.rdata;196;194;Voo
vra_do_mes_2021_08.rdata;196;194;DI
vra_do_mes_2021_08.rdata;196;194;TipoLinha
vra_do_mes_2021_08.rdata;196;194;AeroportoOrigem
vra_do_mes_2021_08.rdata;196;194;AeroportoDestino
vra_do_mes_2021_08.rdata;196;194;PartidaPrevista
vra_do_mes_2021_08.rdata;196;194;PartidaReal
vra_do_mes_2021_08.rdata;196;194;ChegadaPrevista
vra_do_mes_2021_08.rdata;196;194;ChegadaReal
vra_do_mes_2021_08.rdata;196;194;Situacao
vra_do_mes_2021_08.rdata;196;194;Justificativa
vra_do_mes_2021_09.rdata;220;221;Sigla
vra_do_mes_2021_09.rdata;220;221;Voo
vra_do_mes_2021_09.rdata;220;221;DI
vra_do_mes_2021_09.rdata;220;221;TipoLinha
vra_do_mes_2021_09.rdata;220;221;AeroportoOrigem
vra_do_mes_2021_09.rdata;220;221;AeroportoDestino
vra_do_mes_2021_09.rdata;220;221;PartidaPrevista
vra_do_mes_2021_09.rdata;220;221;PartidaReal
vra_do_mes_2021_09.rdata;220;221;ChegadaPrevista
vra_do_mes_2021_09.rdata;220;221;ChegadaReal
vra_do_mes_2021_09.rdata;220;221;Situacao
vra_do_mes_2021_09.rdata;220;221;Justificativa
vra_do_mes_2021_10.rdata;208;204;Sigla
vra_do_mes_2021_10.rdata;208;204;Voo
vra_do_mes_2021_10.rdata;208;204;DI
vra_do_mes_2021_10.rdata;208;204;TipoLinha
vra_do_mes_2021_10.rdata;208;204;AeroportoOrigem
vra_do_mes_2021_10.rdata;208;204;AeroportoDestino
vra_do_mes_2021_10.rdata;208;204;PartidaPrevista
vra_do_mes_2021_10.rdata;208;204;PartidaReal
vra_do_mes_2021_10.rdata;208;204;ChegadaPrevista
vra_do_mes_2021_10.rdata;208;204;ChegadaReal
vra_do_mes_2021_10.rdata;208;204;Situacao
vra_do_mes_2021_10.rdata;208;204;Justificativa
vra_do_mes_2021_11.rdata;221;214;Sigla
vra_do_mes_2021_11.rdata;221;214;Voo
vra_do_mes_2021_11.rdata;221;214;DI
vra_do_mes_2021_11.rdata;221;214;TipoLinha
vra_do_mes_2021_11.rdata;221;214;AeroportoOrigem
vra_do_mes_2021_11.rdata;221;214;AeroportoDestino
vra_do_mes_2021_11.rdata;221;214;PartidaPrevista
vra_do_mes_2021_11.rdata;221;214;PartidaReal
vra_do_mes_2021_11.rdata;221;214;ChegadaPrevista
vra_do_mes_2021_11.rdata;221;214;ChegadaReal
vra_do_mes_2021_11.rdata;221;214;Situacao
vra_do_mes_2021_11.rdata;221;214;Justificativa
vra_do_mes_2021_12.rdata;218;217;Sigla
vra_do_mes_2021_12.rdata;218;217;Voo
vra_do_mes_2021_12.rdata;218;217;DI
vra_do_mes_2021_12.rdata;218;217;TipoLinha
vra_do_mes_2021_12.rdata;218;217;AeroportoOrigem
vra_do_mes_2021_12.rdata;218;217;AeroportoDestino
vra_do_mes_2021_12.rdata;218;217;PartidaPrevista
vra_do_mes_2021_12.rdata;218;217;PartidaReal
vra_do_mes_2021_12.rdata;218;217;ChegadaPrevista
vra_do_mes_2021_12.rdata;218;217;ChegadaReal
vra_do_mes_2021_12.rdata;218;217;Situacao
vra_do_mes_2021_12.rdata;218;217;Justificativa
vra_do_mes_2022_01.rdata;230;225;Sigla
vra_do_mes_2022_01.rdata;230;225;Voo
vra_do_mes_2022_01.rdata;230;225;DI
vra_do_mes_2022_01.rdata;230;225;TipoLinha
vra_do_mes_2022_01.rdata;230;225;AeroportoOrigem
vra_do_mes_2022_01.rdata;230;225;AeroportoDestino
vra_do_mes_2022_01.rdata;230;225;PartidaPrevista
vra_do_mes_2022_01.rdata;230;225;PartidaReal
vra_do_mes_2022_01.rdata;230;225;ChegadaPrevista
vra_do_mes_2022_01.rdata;230;225;ChegadaReal
vra_do_mes_2022_01.rdata;230;225;Situacao
vra_do_mes_2022_01.rdata;230;225;Justificativa
vra_do_mes_2022_02.rdata;246;246;Sigla
vra_do_mes_2022_02.rdata;246;246;Voo
vra_do_mes_2022_02.rdata;246;246;DI
vra_do_mes_2022_02.rdata;246;246;TipoLinha
vra_do_mes_2022_02.rdata;246;246;AeroportoOrigem
vra_do_mes_2022_02.rdata;246;246;AeroportoDestino
vra_do_mes_2022_02.rdata;246;246;PartidaPrevista
vra_do_mes_2022_02.rdata;246;246;PartidaReal
vra_do_mes_2022_02.rdata;246;246;ChegadaPrevista
vra_do_mes_2022_02.rdata;246;246;ChegadaReal
vra_do_mes_2022_02.rdata;246;246;Situacao
vra_do_mes_2022_02.rdata;246;246;Justificativa
vra_do_mes_2022_03.rdata;254;253;Sigla
vra_do_mes_2022_03.rdata;254;253;Voo
vra_do_mes_2022_03.rdata;254;253;DI
vra_do_mes_2022_03.rdata;254;253;TipoLinha
vra_do_mes_2022_03.rdata;254;253;AeroportoOrigem
vra_do_mes_2022_03.rdata;254;253;AeroportoDestino
vra_do_mes_2022_03.rdata;254;253;PartidaPrevista
vra_do_mes_2022_03.rdata;254;253;PartidaReal
vra_do_mes_2022_03.rdata;254;253;ChegadaPrevista
vra_do_mes_2022_03.rdata;254;253;ChegadaReal
vra_do_mes_2022_03.rdata;254;253;Situacao
vra_do_mes_2022_03.rdata;254;253;Justificativa
vra_do_mes_2022_04.rdata;248;246;Sigla
vra_do_mes_2022_04.rdata;248;246;Voo
vra_do_mes_2022_04.rdata;248;246;DI
vra_do_mes_2022_04.rdata;248;246;TipoLinha
vra_do_mes_2022_04.rdata;248;246;AeroportoOrigem
vra_do_mes_2022_04.rdata;248;246;AeroportoDestino
vra_do_mes_2022_04.rdata;248;246;PartidaPrevista
vra_do_mes_2022_04.rdata;248;246;PartidaReal
vra_do_mes_2022_04.rdata;248;246;ChegadaPrevista
vra_do_mes_2022_04.rdata;248;246;ChegadaReal
vra_do_mes_2022_04.rdata;248;246;Situacao
vra_do_mes_2022_04.rdata;248;246;Justificativa
vra_do_mes_2022_05.rdata;250;249;Sigla
vra_do_mes_2022_05.rdata;250;249;Voo
vra_do_mes_2022_05.rdata;250;249;DI
vra_do_mes_2022_05.rdata;250;249;TipoLinha
vra_do_mes_2022_05.rdata;250;249;AeroportoOrigem
vra_do_mes_2022_05.rdata;250;249;AeroportoDestino
vra_do_mes_2022_05.rdata;250;249;PartidaPrevista
vra_do_mes_2022_05.rdata;250;249;PartidaReal
vra_do_mes_2022_05.rdata;250;249;ChegadaPrevista
vra_do_mes_2022_05.rdata;250;249;ChegadaReal
vra_do_mes_2022_05.rdata;250;249;Situacao
vra_do_mes_2022_05.rdata;250;249;Justificativa
vra_do_mes_2022_06.rdata;249;246;Sigla
vra_do_mes_2022_06.rdata;249;246;Voo
vra_do_mes_2022_06.rdata;249;246;DI
vra_do_mes_2022_06.rdata;249;246;TipoLinha
vra_do_mes_2022_06.rdata;249;246;AeroportoOrigem
vra_do_mes_2022_06.rdata;249;246;AeroportoDestino
vra_do_mes_2022_06.rdata;249;246;PartidaPrevista
vra_do_mes_2022_06.rdata;249;246;PartidaReal
vra_do_mes_2022_06.rdata;249;246;ChegadaPrevista
vra_do_mes_2022_06.rdata;249;246;ChegadaReal
vra_do_mes_2022_06.rdata;249;246;Situacao
vra_do_mes_2022_06.rdata;249;246;Justificativa
vra_do_mes_2022_07.rdata;256;247;Sigla
vra_do_mes_2022_07.rdata;256;247;Voo
vra_do_mes_2022_07.rdata;256;247;DI
vra_do_mes_2022_07.rdata;256;247;TipoLinha
vra_do_mes_2022_07.rdata;256;247;AeroportoOrigem
vra_do_mes_2022_07.rdata;256;247;AeroportoDestino
vra_do_mes_2022_07.rdata;256;247;PartidaPrevista
vra_do_mes_2022_07.rdata;256;247;PartidaReal
vra_do_mes_2022_07.rdata;256;247;ChegadaPrevista
vra_do_mes_2022_07.rdata;256;247;ChegadaReal
vra_do_mes_2022_07.rdata;256;247;Situacao
vra_do_mes_2022_07.rdata;256;247;Justificativa
vra_do_mes_2022_08.rdata;247;245;Sigla
vra_do_mes_2022_08.rdata;247;245;Voo
vra_do_mes_2022_08.rdata;247;245;DI
vra_do_mes_2022_08.rdata;247;245;TipoLinha
vra_do_mes_2022_08.rdata;247;245;AeroportoOrigem
vra_do_mes_2022_08.rdata;247;245;AeroportoDestino
vra_do_mes_2022_08.rdata;247;245;PartidaPrevista
vra_do_mes_2022_08.rdata;247;245;PartidaReal
vra_do_mes_2022_08.rdata;247;245;ChegadaPrevista
vra_do_mes_2022_08.rdata;247;245;ChegadaReal
vra_do_mes_2022_08.rdata;247;245;Situacao
vra_do_mes_2022_08.rdata;247;245;Justificativa
vra_do_mes_2022_09.rdata;239;236;Sigla
vra_do_mes_2022_09.rdata;239;236;Voo
vra_do_mes_2022_09.rdata;239;236;DI
vra_do_mes_2022_09.rdata;239;236;TipoLinha
vra_do_mes_2022_09.rdata;239;236;AeroportoOrigem
vra_do_mes_2022_09.rdata;239;236;AeroportoDestino
vra_do_mes_2022_09.rdata;239;236;PartidaPrevista
vra_do_mes_2022_09.rdata;239;236;PartidaReal
vra_do_mes_2022_09.rdata;239;236;ChegadaPrevista
